POSTCODE,POSTCODE,SA2_MAINCODE_2011,SA2_NAME_2011
2707,2707,109031185,Tocumwal - Finley - Jerilderie
2707,2707,113011257,Griffith Region
2710,2710,109021177,Hay
2710,2710,109031182,Deniliquin
2710,2710,109031183,Deniliquin Region
2710,2710,109031185,Tocumwal - Finley - Jerilderie
2711,2711,109021177,Hay
2711,2711,109021179,Wentworth-Balranald Region
2711,2711,109031183,Deniliquin Region
2711,2711,113011257,Griffith Region
2712,2712,109031185,Tocumwal - Finley - Jerilderie
2713,2713,109031183,Deniliquin Region
2713,2713,109031185,Tocumwal - Finley - Jerilderie
2714,2714,109031183,Deniliquin Region
2714,2714,109031185,Tocumwal - Finley - Jerilderie
2714,2714,216021413,Numurkah
2715,2715,109021179,Wentworth-Balranald Region
2715,2715,215031405,Swan Hill Region
2716,2716,109031183,Deniliquin Region
2716,2716,109031185,Tocumwal - Finley - Jerilderie
2717,2717,109021178,Wentworth - Buronga
2720,2720,113021261,Tumut
2720,2720,113021262,Tumut Region
2721,2721,103021066,Grenfell
2721,2721,103021069,West Wyalong
2722,2722,113021262,Tumut Region
2722,2722,113031263,Cootamundra
2722,2722,113031264,Gundagai
2725,2725,113031263,Cootamundra
2726,2726,101011004,Yass Region
2727,2727,113031264,Gundagai
2729,2729,113021262,Tumut Region
2729,2729,113031264,Gundagai
2729,2729,113031265,Junee
2730,2730,113021260,Tumbarumba
2730,2730,113021262,Tumut Region
2731,2731,109031183,Deniliquin Region
2731,2731,109031184,Moama
2732,2732,109031183,Deniliquin Region
2732,2732,215031401,Gannawarra
2733,2733,109031183,Deniliquin Region
2734,2734,109021179,Wentworth-Balranald Region
2734,2734,109031183,Deniliquin Region
2735,2735,109031183,Deniliquin Region
2735,2735,215031405,Swan Hill Region
2736,2736,109021179,Wentworth-Balranald Region
2737,2737,109021179,Wentworth-Balranald Region
2738,2738,109021178,Wentworth - Buronga
2738,2738,109021179,Wentworth-Balranald Region
2739,2739,109021178,Wentworth - Buronga
2739,2739,109021179,Wentworth-Balranald Region
2745,2745,124031460,Glenmore Park - Regentville
2745,2745,124031463,Mulgoa - Luddenham - Orchard Hills
2745,2745,124031465,Warragamba - Silverdale
2745,2745,127011505,Badgerys Creek - Greendale
2745,2745,127011506,Cobbitty - Leppington
2747,2747,116021312,Riverstone - Marsden Park
2747,2747,124031457,Cambridge Park
2747,2747,124031458,Castlereagh - Cranebrook
2747,2747,124031461,Jamisontown - South Penrith
2747,2747,124031462,Kingswood - Werrington
2747,2747,124031464,Penrith
2748,2748,124031462,Kingswood - Werrington
2748,2748,124031463,Mulgoa - Luddenham - Orchard Hills
2748,2748,124051470,St Clair
2749,2749,124031458,Castlereagh - Cranebrook
2749,2749,124031464,Penrith
2750,2750,124031457,Cambridge Park
2750,2750,124031459,Emu Plains - Leonay
2750,2750,124031461,Jamisontown - South Penrith
2750,2750,124031464,Penrith
2752,2752,124031465,Warragamba - Silverdale
2753,2753,115031300,Kurrajong Heights - Ebenezer
2753,2753,124041466,Richmond - Clarendon
2753,2753,124041468,Yarramundi - Londonderry
2754,2754,115031300,Kurrajong Heights - Ebenezer
2754,2754,124041466,Richmond - Clarendon
2755,2755,124041466,Richmond - Clarendon
2756,2756,115021297,Dural - Kenthurst - Wisemans Ferry
2756,2756,115031299,Bilpin - Colo - St Albans
2756,2756,115031300,Kurrajong Heights - Ebenezer
2756,2756,115041301,Pitt Town - McGraths Hill
2756,2756,124041466,Richmond - Clarendon
2756,2756,124041467,Windsor - Bligh Park
2756,2756,124041468,Yarramundi - Londonderry
2757,2757,115031300,Kurrajong Heights - Ebenezer
2758,2758,115031299,Bilpin - Colo - St Albans
2758,2758,115031300,Kurrajong Heights - Ebenezer
2758,2758,124011451,Blue Mountains - North
2759,2759,124051469,Erskine Park
2759,2759,124051470,St Clair
2760,2760,116031316,Lethbridge Park - Tregear
2760,2760,124051471,St Marys - Colyton
2761,2761,116021312,Riverstone - Marsden Park
2761,2761,116031313,Bidwill - Hebersham - Emerton
2761,2761,116031314,Glendenning Dean Park
2761,2761,116031315,Hassall Grove - Plumpton
2762,2762,116021311,Quakers Hill - Acacia Gardens
2762,2762,116021312,Riverstone - Marsden Park
2763,2763,116011303,Blacktown (East) - Kings Park
2763,2763,116011304,Blacktown (North) - Marayong
2763,2763,116021310,Parklea - Kellyville Ridge
2763,2763,116021311,Quakers Hill - Acacia Gardens
2765,2765,115041301,Pitt Town - McGraths Hill
2765,2765,115041302,Rouse Hill - Beaumont Hills
2765,2765,116021312,Riverstone - Marsden Park
2765,2765,124041468,Yarramundi - Londonderry
2766,2766,116031317,Mount Druitt - Whalan
2766,2766,116031318,Prospect Reservoir
2766,2766,116031319,Rooty Hill - Minchinbury
2767,2767,116011304,Blacktown (North) - Marayong
2767,2767,116011305,Blacktown (South)
2767,2767,116011306,Doonside - Woodcroft
2768,2768,116021309,Glenwood
2768,2768,116021310,Parklea - Kellyville Ridge
2768,2768,116021311,Quakers Hill - Acacia Gardens
2769,2769,116021310,Parklea - Kellyville Ridge
2770,2770,116031313,Bidwill - Hebersham - Emerton
2770,2770,116031316,Lethbridge Park - Tregear
2770,2770,116031317,Mount Druitt - Whalan
2770,2770,116031319,Rooty Hill - Minchinbury
2773,2773,124011450,Blaxland - Warrimoo - Lapstone
2774,2774,124011450,Blaxland - Warrimoo - Lapstone
2775,2775,102011030,Calga - Kulnura
2775,2775,115021297,Dural - Kenthurst - Wisemans Ferry
2775,2775,115021298,Galston - Laughtondale
2775,2775,115031299,Bilpin - Colo - St Albans
2776,2776,124011453,Lawson - Hazelbrook - Linden
2776,2776,124011454,Springwood - Winmalee
2777,2777,124011454,Springwood - Winmalee
2778,2778,124011453,Lawson - Hazelbrook - Linden
2779,2779,124011453,Lawson - Hazelbrook - Linden
2780,2780,124011452,Katoomba - Leura
2782,2782,124011455,Wentworth Falls
2783,2783,124011453,Lawson - Hazelbrook - Linden
2784,2784,124011453,Lawson - Hazelbrook - Linden
2785,2785,103031071,Lithgow Region
2785,2785,124011449,Blackheath - Megalong Valley
2786,2786,103031071,Lithgow Region
2786,2786,115031299,Bilpin - Colo - St Albans
2786,2786,124011449,Blackheath - Megalong Valley
2787,2787,101011002,Goulburn Region
2787,2787,103011060,Bathurst Region
2787,2787,103011061,Oberon
2787,2787,103031071,Lithgow Region
2787,2787,124011452,Katoomba - Leura
2787,2787,124011453,Lawson - Hazelbrook - Linden
2787,2787,124021456,Blue Mountains - South
2790,2790,103011061,Oberon
2790,2790,103031070,Lithgow
2790,2790,103031071,Lithgow Region
2790,2790,124011449,Blackheath - Megalong Valley
2791,2791,103041076,Blayney
2792,2792,103021064,Cowra Region
2792,2792,103041076,Blayney
2793,2793,103021064,Cowra Region
2794,2794,101011006,Young Region
2794,2794,103021063,Cowra
2794,2794,103021064,Cowra Region
2794,2794,103021066,Grenfell
2795,2795,103011058,Bathurst
2795,2795,103011059,Bathurst - East
2795,2795,103011060,Bathurst Region
2795,2795,103011061,Oberon
2795,2795,103031071,Lithgow Region
2795,2795,103031073,Mudgee Region - East
2795,2795,103031074,Mudgee Region - West
2795,2795,103041076,Blayney
2795,2795,103041079,Orange Region
2797,2797,103041076,Blayney
2798,2798,103041076,Blayney
2798,2798,103041079,Orange Region
2799,2799,103011060,Bathurst Region
2799,2799,103041076,Blayney
2799,2799,103041079,Orange Region
2800,2800,103041076,Blayney
2800,2800,103041077,Orange
2800,2800,103041078,Orange - North
2800,2800,103041079,Orange Region
2803,2803,101011006,Young Region
2804,2804,103021064,Cowra Region
2805,2805,103021064,Cowra Region
2805,2805,103021065,Forbes
2806,2806,103021065,Forbes
2807,2807,101011006,Young Region
2807,2807,103021064,Cowra Region
2808,2808,101011002,Goulburn Region
2808,2808,101011006,Young Region
2808,2808,103021064,Cowra Region
2809,2809,103021066,Grenfell
2810,2810,103021065,Forbes
2810,2810,103021066,Grenfell
2820,2820,105031103,Dubbo Region
2820,2820,105031106,Wellington
2821,2821,105031105,Narromine
2823,2823,103021062,Condobolin
2823,2823,105031105,Narromine
2824,2824,105011094,Coonamble
2824,2824,105011095,Nyngan - Warren
2825,2825,103021062,Condobolin
2825,2825,105011095,Nyngan - Warren
2827,2827,105031104,Gilgandra
2828,2828,105011094,Coonamble
2828,2828,105031099,Coonabarabran
2828,2828,105031104,Gilgandra
2829,2829,105011094,Coonamble
2829,2829,105031099,Coonabarabran
2830,2830,105031100,Dubbo - East
2830,2830,105031101,Dubbo - South
2830,2830,105031102,Dubbo - West
2830,2830,105031103,Dubbo Region
2830,2830,105031104,Gilgandra
2831,2831,105011092,Bourke - Brewarrina
2831,2831,105011093,Cobar
2831,2831,105011094,Coonamble
2831,2831,105011095,Nyngan - Warren
2831,2831,105011096,Walgett - Lightning Ridge
2831,2831,105031099,Coonabarabran
2831,2831,105031103,Dubbo Region
2831,2831,105031104,Gilgandra
2831,2831,105031106,Wellington
2832,2832,105011096,Walgett - Lightning Ridge
2833,2833,105011096,Walgett - Lightning Ridge
2833,2833,110031196,Moree Region
2834,2834,105011096,Walgett - Lightning Ridge
2835,2835,105011093,Cobar
2836,2836,105021098,Far West
2839,2839,105011092,Bourke - Brewarrina
2840,2840,105011092,Bourke - Brewarrina
2840,2840,105011093,Cobar
2840,2840,105021098,Far West
2842,2842,105031099,Coonabarabran
2842,2842,105031104,Gilgandra
2843,2843,105031099,Coonabarabran
2844,2844,103031074,Mudgee Region - West
2845,2845,103031071,Lithgow Region
2846,2846,103031071,Lithgow Region
2846,2846,103031073,Mudgee Region - East
2847,2847,103031071,Lithgow Region
2848,2848,103031073,Mudgee Region - East
2849,2849,103031071,Lithgow Region
2849,2849,103031073,Mudgee Region - East
2849,2849,103031075,Wollangambe - Wollemi
2850,2850,103011060,Bathurst Region
2850,2850,103031072,Mudgee
2850,2850,103031073,Mudgee Region - East
2850,2850,103031074,Mudgee Region - West
2850,2850,105031106,Wellington
2850,2850,106041129,Scone Region
2852,2852,103031074,Mudgee Region - West
2852,2852,105031103,Dubbo Region
2852,2852,105031106,Wellington
2864,2864,103021065,Forbes
2864,2864,103041079,Orange Region
2865,2865,103041079,Orange Region
2866,2866,103041079,Orange Region
2866,2866,105031106,Wellington
2867,2867,103041079,Orange Region
2867,2867,105031106,Wellington
2868,2868,103041079,Orange Region
2868,2868,105031103,Dubbo Region
2868,2868,105031106,Wellington
2869,2869,103021068,Parkes Region
2869,2869,105031105,Narromine
2870,2870,103021067,Parkes (NSW)
2870,2870,103021068,Parkes Region
2870,2870,103041079,Orange Region
2871,2871,103021062,Condobolin
2871,2871,103021065,Forbes
2871,2871,103021067,Parkes (NSW)
2873,2873,103021062,Condobolin
2874,2874,103021062,Condobolin
2875,2875,103021062,Condobolin
2875,2875,103021065,Forbes
2875,2875,103021068,Parkes Region
2876,2876,103021068,Parkes Region
2877,2877,103021062,Condobolin
2877,2877,105011093,Cobar
2878,2878,105021098,Far West
2878,2878,109021177,Hay
2878,2878,109021179,Wentworth-Balranald Region
2879,2879,105021098,Far West
2880,2880,105021097,Broken Hill
2880,2880,105021098,Far West
2898,2898,108031161,Lord Howe Island
2900,2900,101021011,Queanbeyan Region
2900,2900,801071080,Greenway
2900,2900,801071089,Tuggeranong
2902,2902,801021027,ACT - South West
2902,2902,801071082,Kambah
2903,2903,801071080,Greenway
2903,2903,801071086,Oxley (ACT)
2903,2903,801071090,Wanniassa
2904,2904,801071076,Fadden
2904,2904,801071079,Gowrie (ACT)
2904,2904,801071083,Macarthur
2904,2904,801071084,Monash
2904,2904,801071085,Mount Taylor
2905,2905,801071072,Bonython
2905,2905,801071073,Calwell
2905,2905,801071074,Chisholm
2905,2905,801071077,Gilmore
2905,2905,801071081,Isabella Plains
2905,2905,801071087,Richardson
2905,2905,801071088,Theodore
2906,2906,801071071,Banks
2906,2906,801071075,Conder
2906,2906,801071078,Gordon (ACT)
2911,2911,801041037,Crace
2911,2911,801041045,Mitchell
2912,2912,801041036,Casey
2912,2912,801041040,Gungahlin
2912,2912,801041041,Gungahlin - East
2912,2912,801041042,Gungahlin - West
2912,2912,801041045,Mitchell
2913,2913,801041039,Franklin
2913,2913,801041046,Ngunnawal
2913,2913,801041047,Nicholls
2913,2913,801041048,Palmerston
2914,2914,801041034,Amaroo
2914,2914,801041035,Bonner
2914,2914,801041038,Forde
2914,2914,801041044,Harrison
3000,3000,206041117,Carlton
3000,3000,206041119,East Melbourne
3000,3000,206041122,Melbourne
3000,3000,206041123,North Melbourne
3000,3000,206041124,Parkville
3002,3002,206041119,East Melbourne
3003,3003,206041123,North Melbourne
3004,3004,206041119,East Melbourne
3004,3004,206041125,South Yarra - West
3004,3004,206041126,Southbank
3004,3004,206051128,Albert Park
3004,3004,206051132,South Melbourne
3004,3004,206051133,St Kilda
3005,3005,206041118,Docklands
3006,3006,206041126,Southbank
3006,3006,206051132,South Melbourne
3008,3008,206041118,Docklands
3010,3010,206041117,Carlton
3010,3010,206041124,Parkville
3011,3011,213031348,Footscray
3011,3011,213031350,Seddon - Kingsville
3012,3012,213011338,Sunshine West
3012,3012,213021343,Altona North
3012,3012,213031347,Braybrook
3012,3012,213031350,Seddon - Kingsville
3012,3012,213031351,West Footscray - Tottenham
3013,3013,213031350,Seddon - Kingsville
3013,3013,213031352,Yarraville
3015,3015,213021343,Altona North
3015,3015,213021344,Newport
3016,3016,213021344,Newport
3016,3016,213021346,Williamstown
3018,3018,213021341,Altona
3019,3019,213031347,Braybrook
3020,3020,213011328,Ardeer - Albion
3020,3020,213011336,Sunshine
3020,3020,213011337,Sunshine North
3020,3020,213011338,Sunshine West
3021,3021,213011332,Keilor Downs
3021,3021,213011333,Kings Park (Vic.)
3021,3021,213011334,St Albans - North
3021,3021,213011335,St Albans - South
3022,3022,213011328,Ardeer - Albion
3023,3023,213011329,Cairnlea
3023,3023,213011330,Deer Park - Derrimut
3023,3023,213011333,Kings Park (Vic.)
3023,3023,213011335,St Albans - South
3023,3023,213041354,Caroline Springs
3023,3023,213041359,Rockbank - Mount Cottrell
3023,3023,213041360,Taylors Hill
3024,3024,213041359,Rockbank - Mount Cottrell
3024,3024,213051365,Tarneit
3024,3024,213051369,Wyndham Vale
3025,3025,213021343,Altona North
3025,3025,213021344,Newport
3026,3026,213051363,Laverton
3027,3027,213051363,Laverton
3027,3027,213051366,Truganina
3028,3028,213021342,Altona Meadows
3028,3028,213021345,Seabrook
3028,3028,213051363,Laverton
3029,3029,213041359,Rockbank - Mount Cottrell
3029,3029,213051361,Hoppers Crossing - North
3029,3029,213051362,Hoppers Crossing - South
3029,3029,213051365,Tarneit
3029,3029,213051366,Truganina
3029,3029,213051367,Werribee
3029,3029,213051368,Werribee - South
3030,3030,213011330,Deer Park - Derrimut
3030,3030,213051364,Point Cook
3030,3030,213051367,Werribee
3030,3030,213051368,Werribee - South
3030,3030,213051369,Wyndham Vale
3031,3031,206031115,Flemington
3031,3031,206041120,Flemington Racecourse
3031,3031,206041121,Kensington
3032,3032,206031113,Ascot Vale
3032,3032,206031115,Flemington
3032,3032,213031349,Maribyrnong
3033,3033,210011228,Keilor
3033,3033,210011229,Keilor East
3033,3033,210011230,Niddrie - Essendon West
3034,3034,210011229,Keilor East
3036,3036,210011228,Keilor
3036,3036,210051248,Melbourne Airport
3036,3036,213011340,Taylors Lakes
3037,3037,213011331,Delahey
3037,3037,213011332,Keilor Downs
3037,3037,213011339,Sydenham
3037,3037,213011340,Taylors Lakes
3037,3037,213041355,Hillside
3037,3037,213041360,Taylors Hill
3038,3038,213011332,Keilor Downs
3038,3038,213011340,Taylors Lakes
3039,3039,206031116,Moonee Ponds
3040,3040,206031114,Essendon - Aberfeldie
3040,3040,210011230,Niddrie - Essendon West
3041,3041,206031114,Essendon - Aberfeldie
3041,3041,210011231,Strathmore
3042,3042,210011226,Airport West
3042,3042,210011228,Keilor
3042,3042,210011230,Niddrie - Essendon West
3043,3043,210011228,Keilor
3043,3043,210031238,Glenroy - Hadfield
3043,3043,210051245,Gladstone Park - Westmeadows
3043,3043,210051250,Tullamarine
3044,3044,206011108,Coburg
3044,3044,206011109,Pascoe Vale South
3044,3044,210031236,Coburg North
3044,3044,210031239,Pascoe Vale
3045,3045,210051248,Melbourne Airport
3046,3046,210031238,Glenroy - Hadfield
3046,3046,210031239,Pascoe Vale
3047,3047,210051242,Broadmeadows
3047,3047,210051243,Campbellfield - Coolaroo
3047,3047,210051245,Gladstone Park - Westmeadows
3048,3048,210051243,Campbellfield - Coolaroo
3048,3048,210051246,Greenvale - Bulla
3048,3048,210051247,Meadow Heights
3049,3049,210051245,Gladstone Park - Westmeadows
3049,3049,210051247,Meadow Heights
3050,3050,206041124,Parkville
3051,3051,206041123,North Melbourne
3052,3052,206011107,Brunswick West
3052,3052,206041124,Parkville
3053,3053,206041117,Carlton
3054,3054,206011106,Brunswick East
3054,3054,206071140,Carlton North - Princes Hill
3055,3055,206011105,Brunswick
3055,3055,206011107,Brunswick West
3056,3056,206011105,Brunswick
3057,3057,206011105,Brunswick
3057,3057,206011106,Brunswick East
3058,3058,206011108,Coburg
3058,3058,206011109,Pascoe Vale South
3058,3058,209021206,Preston
3058,3058,209021208,Reservoir - West
3058,3058,210031236,Coburg North
3059,3059,210051246,Greenvale - Bulla
3059,3059,210051249,Roxburgh Park - Somerton
3060,3060,210031237,Fawkner
3060,3060,210051243,Campbellfield - Coolaroo
3061,3061,210051243,Campbellfield - Coolaroo
3062,3062,210051249,Roxburgh Park - Somerton
3063,3063,210041240,Sunbury
3063,3063,210051244,Craigieburn - Mickleham
3063,3063,210051246,Greenvale - Bulla
3064,3064,209041225,Whittlesea
3064,3064,210051244,Craigieburn - Mickleham
3064,3064,210051249,Roxburgh Park - Somerton
3065,3065,206071142,Fitzroy
3066,3066,206071141,Collingwood
3067,3067,206071139,Abbotsford
3068,3068,206011106,Brunswick East
3068,3068,206071143,Fitzroy North
3068,3068,206071145,Yarra - North
3070,3070,206021110,Alphington - Fairfield
3070,3070,206021111,Northcote
3070,3070,206021112,Thornbury
3071,3071,206021111,Northcote
3071,3071,206021112,Thornbury
3072,3072,209021206,Preston
3072,3072,209021207,Reservoir - East
3072,3072,209021208,Reservoir - West
3073,3073,209021207,Reservoir - East
3073,3073,209021208,Reservoir - West
3074,3074,209041219,Lalor
3074,3074,209041223,Thomastown
3075,3075,209041219,Lalor
3075,3075,209041223,Thomastown
3076,3076,209041218,Epping
3076,3076,209041220,Mill Park - North
3078,3078,206021110,Alphington - Fairfield
3078,3078,206021111,Northcote
3078,3078,206071145,Yarra - North
3079,3079,209011200,Ivanhoe
3079,3079,209011201,Ivanhoe East - Eaglemont
3081,3081,209011199,Heidelberg West
3082,3082,209041220,Mill Park - North
3082,3082,209041221,Mill Park - South
3083,3083,209011196,Bundoora - East
3083,3083,209011204,Watsonia
3083,3083,209021205,Kingsbury
3083,3083,209041216,Bundoora - North
3083,3083,209041217,Bundoora - West
3084,3084,209011198,Heidelberg - Rosanna
3084,3084,209011201,Ivanhoe East - Eaglemont
3084,3084,209011203,Viewbank - Yallambie
3085,3085,209011198,Heidelberg - Rosanna
3085,3085,209011203,Viewbank - Yallambie
3085,3085,209021205,Kingsbury
3086,3086,209021205,Kingsbury
3087,3087,209011203,Viewbank - Yallambie
3087,3087,209011204,Watsonia
3088,3088,209011197,Greensborough
3088,3088,209011202,Montmorency - Briar Hill
3088,3088,209011203,Viewbank - Yallambie
3088,3088,209011204,Watsonia
3088,3088,209031213,Plenty - Yarrambat
3089,3089,209031215,Wattle Glen - Diamond Creek
3090,3090,209031213,Plenty - Yarrambat
3091,3091,209031210,Hurstbridge
3091,3091,209031213,Plenty - Yarrambat
3093,3093,209011202,Montmorency - Briar Hill
3094,3094,209011202,Montmorency - Briar Hill
3095,3095,209011197,Greensborough
3095,3095,209011202,Montmorency - Briar Hill
3095,3095,209031209,Eltham
3095,3095,209031214,Research - North Warrandyte
3096,3096,209031215,Wattle Glen - Diamond Creek
3097,3097,209031212,Panton Hill - St Andrews
3097,3097,209031214,Research - North Warrandyte
3099,3099,209031210,Hurstbridge
3099,3099,209031212,Panton Hill - St Andrews
3101,3101,206071139,Abbotsford
3101,3101,206071145,Yarra - North
3101,3101,207011153,Kew
3101,3101,207011154,Kew East
3102,3102,207011153,Kew
3102,3102,207011154,Kew East
3103,3103,207011147,Balwyn
3103,3103,207011148,Balwyn North
3104,3104,207011148,Balwyn North
3104,3104,207031164,Box Hill North
3105,3105,207021156,Bulleen
3106,3106,207021159,Templestowe
3106,3106,207021160,Templestowe Lower
3107,3107,207021156,Bulleen
3107,3107,207021157,Doncaster
3107,3107,207021159,Templestowe
3107,3107,207021160,Templestowe Lower
3108,3108,207021156,Bulleen
3108,3108,207021157,Doncaster
3108,3108,207021158,Doncaster East
3108,3108,207021160,Templestowe Lower
3109,3109,207021158,Doncaster East
3109,3109,211021261,Donvale - Park Orchards
3109,3109,211021262,Warrandyte - Wonga Park
3111,3111,207021158,Doncaster East
3111,3111,211021261,Donvale - Park Orchards
3111,3111,211021262,Warrandyte - Wonga Park
3113,3113,209031214,Research - North Warrandyte
3113,3113,211021262,Warrandyte - Wonga Park
3114,3114,211021261,Donvale - Park Orchards
3114,3114,211031268,Ringwood North
3115,3115,211021262,Warrandyte - Wonga Park
3115,3115,211031265,Croydon Hills - Warranwood
3116,3116,211021262,Warrandyte - Wonga Park
3116,3116,211051275,Chirnside Park
3116,3116,211051281,Mooroolbark
3121,3121,206071144,Richmond (Vic.)
3122,3122,207011151,Hawthorn
3122,3122,207011152,Hawthorn East
3123,3123,207011150,Glen Iris - East
3123,3123,207011152,Hawthorn East
3124,3124,207011149,Camberwell
3124,3124,207011150,Glen Iris - East
3124,3124,207011152,Hawthorn East
3124,3124,207011155,Surrey Hills (West) - Canterbury
3125,3125,207031165,Burwood
3125,3125,212051319,Ashwood - Chadstone
3126,3126,207011147,Balwyn
3126,3126,207011155,Surrey Hills (West) - Canterbury
3127,3127,207011147,Balwyn
3127,3127,207011149,Camberwell
3127,3127,207011155,Surrey Hills (West) - Canterbury
3127,3127,207031164,Box Hill North
3127,3127,207031167,Surrey Hills (East) - Mont Albert
3128,3128,207031163,Box Hill
3129,3129,207031164,Box Hill North
3130,3130,207031161,Blackburn
3130,3130,207031162,Blackburn South
3131,3131,211041269,Forest Hill
3131,3131,211041271,Nunawading
3132,3132,211041270,Mitcham (Vic.)
3133,3133,211041272,Vermont
3133,3133,211041273,Vermont South
3134,3134,211021261,Donvale - Park Orchards
3134,3134,211021262,Warrandyte - Wonga Park
3134,3134,211031265,Croydon Hills - Warranwood
3134,3134,211031266,Ringwood
3134,3134,211031267,Ringwood East
3134,3134,211031268,Ringwood North
3134,3134,211041272,Vermont
3135,3135,211031264,Croydon
3135,3135,211031266,Ringwood
3135,3135,211031267,Ringwood East
3136,3136,211031264,Croydon
3136,3136,211031265,Croydon Hills - Warranwood
3136,3136,211031266,Ringwood
3137,3137,211031263,Bayswater North
3137,3137,211031264,Croydon
3137,3137,211051277,Kilsyth
3137,3137,211051280,Montrose
3138,3138,211051275,Chirnside Park
3138,3138,211051280,Montrose
3138,3138,211051281,Mooroolbark
3139,3139,211051283,Mount Evelyn
3139,3139,211051285,Wandin - Seville
3139,3139,211051286,Yarra Valley
3139,3139,212011289,Emerald - Cockatoo
3140,3140,211051278,Lilydale - Coldstream
3140,3140,211051281,Mooroolbark
3141,3141,206041125,South Yarra - West
3141,3141,206061137,South Yarra - East
3142,3142,206061138,Toorak
3142,3142,207011151,Hawthorn
3143,3143,206061135,Armadale
3143,3143,206061136,Prahran - Windsor
3144,3144,206061135,Armadale
3144,3144,206061138,Toorak
3144,3144,208041194,Malvern - Glen Iris
3145,3145,207011146,Ashburton (Vic.)
3145,3145,208021177,Caulfield - North
3145,3145,208041194,Malvern - Glen Iris
3145,3145,208041195,Malvern East
3146,3146,207011146,Ashburton (Vic.)
3146,3146,207011150,Glen Iris - East
3146,3146,207011152,Hawthorn East
3146,3146,208041194,Malvern - Glen Iris
3146,3146,208041195,Malvern East
3147,3147,207011146,Ashburton (Vic.)
3147,3147,207011150,Glen Iris - East
3147,3147,212051319,Ashwood - Chadstone
3148,3148,212051319,Ashwood - Chadstone
3149,3149,212051323,Mount Waverley - North
3149,3149,212051324,Mount Waverley - South
3150,3150,212051321,Glen Waverley - East
3150,3150,212051322,Glen Waverley - West
3150,3150,212051327,Wheelers Hill
3151,3151,207031166,Burwood East
3152,3152,211011251,Bayswater
3152,3152,211011252,Boronia - The Basin
3152,3152,211011259,Wantirna
3152,3152,211011260,Wantirna South
3153,3153,211011251,Bayswater
3153,3153,211011259,Wantirna
3153,3153,211031263,Bayswater North
3153,3153,211031267,Ringwood East
3154,3154,211011252,Boronia - The Basin
3155,3155,211011251,Bayswater
3155,3155,211011252,Boronia - The Basin
3156,3156,211011253,Ferntree Gully
3156,3156,211011254,Knoxfield - Scoresby
3156,3156,211011255,Lysterfield
3156,3156,211011257,Rowville - North
3156,3156,211051274,Belgrave - Selby
3156,3156,211051284,Upwey - Tecoma
3156,3156,212021296,Endeavour Hills
3158,3158,211051284,Upwey - Tecoma
3159,3159,211051274,Belgrave - Selby
3159,3159,211051282,Mount Dandenong - Olinda
3160,3160,211051274,Belgrave - Selby
3160,3160,211051284,Upwey - Tecoma
3161,3161,208021177,Caulfield - North
3162,3162,208021178,Caulfield - South
3163,3163,208021176,Carnegie
3163,3163,208021181,Murrumbeena
3163,3163,208021182,Ormond - Glen Huntly
3165,3165,208021175,Bentleigh East
3166,3166,208021180,Hughesdale
3166,3166,212051326,Oakleigh - Huntingdale
3167,3167,212041309,Clarinda - Oakleigh South
3167,3167,212051320,Clayton
3167,3167,212051326,Oakleigh - Huntingdale
3168,3168,212051320,Clayton
3169,3169,208031191,Moorabbin - Heatherton
3169,3169,212041309,Clarinda - Oakleigh South
3169,3169,212041310,Clayton South
3169,3169,212041313,Dingley Village
3170,3170,212051325,Mulgrave
3171,3171,212041317,Springvale
3172,3172,212041313,Dingley Village
3172,3172,212041315,Noble Park
3172,3172,212041318,Springvale South
3173,3173,212041314,Keysborough
3173,3173,212041315,Noble Park
3174,3174,212041312,Dandenong North
3174,3174,212041314,Keysborough
3174,3174,212041315,Noble Park
3174,3174,212041316,Noble Park North
3174,3174,212041317,Springvale
3175,3175,208031185,Carrum - Patterson Lakes
3175,3175,212041311,Dandenong
3175,3175,212041312,Dandenong North
3175,3175,212041314,Keysborough
3175,3175,212041316,Noble Park North
3177,3177,212021295,Doveton
3178,3178,211011255,Lysterfield
3178,3178,211011256,Rowville - Central
3178,3178,211011257,Rowville - North
3178,3178,211011258,Rowville - South
3179,3179,211011254,Knoxfield - Scoresby
3179,3179,211011260,Wantirna South
3180,3180,211011254,Knoxfield - Scoresby
3181,3181,206051133,St Kilda
3181,3181,206061136,Prahran - Windsor
3182,3182,206051133,St Kilda
3182,3182,206051134,St Kilda East
3183,3183,206051134,St Kilda East
3183,3183,208021177,Caulfield - North
3184,3184,206051129,Elwood
3184,3184,206051133,St Kilda
3185,3185,206051134,St Kilda East
3185,3185,208021179,Elsternwick
3186,3186,208011169,Brighton (Vic.)
3186,3186,208011170,Brighton East
3186,3186,208011172,Hampton
3187,3187,208011170,Brighton East
3187,3187,208011172,Hampton
3187,3187,208021174,Bentleigh - McKinnon
3187,3187,208021182,Ormond - Glen Huntly
3188,3188,208011171,Cheltenham - Highett (West)
3188,3188,208011172,Hampton
3188,3188,208011173,Sandringham - Black Rock
3189,3189,208031188,Cheltenham - Highett (East)
3189,3189,208031191,Moorabbin - Heatherton
3190,3190,208011171,Cheltenham - Highett (West)
3190,3190,208031188,Cheltenham - Highett (East)
3191,3191,208011171,Cheltenham - Highett (West)
3191,3191,208011173,Sandringham - Black Rock
3192,3192,208011168,Beaumaris
