POSTCODE,POSTCODE,SA2_MAINCODE_2011,SA2_NAME_2011
5042,5042,403031070,Panorama
5042,5042,403041077,Flagstaff Hill
5043,5043,403021058,Edwardstown
5043,5043,403021061,Mitchell Park
5043,5043,403021062,Morphettville
5044,5044,403011057,Glenelg (SA)
5044,5044,403021062,Morphettville
5045,5045,403011057,Glenelg (SA)
5045,5045,404031107,Plympton
5046,5046,403021064,Warradale
5047,5047,403021060,Marino - Seaview Downs
5047,5047,403021061,Mitchell Park
5047,5047,403021064,Warradale
5047,5047,403041077,Flagstaff Hill
5048,5048,403011056,Brighton (SA)
5048,5048,403021064,Warradale
5049,5049,403011056,Brighton (SA)
5049,5049,403021059,Hallett Cove
5049,5049,403021060,Marino - Seaview Downs
5050,5050,403031066,Bellevue Heights
5051,5051,403031067,Blackwood
5051,5051,403041076,Coromandel Valley
5052,5052,403031065,Belair
5052,5052,403031067,Blackwood
5061,5061,401071023,Goodwood - Millswood
5061,5061,401071024,Unley - Parkside
5062,5062,403031065,Belair
5062,5062,403031069,Mitcham (SA)
5063,5063,401031012,Glenside - Beaumont
5063,5063,401031013,Toorak Gardens
5063,5063,401071024,Unley - Parkside
5064,5064,401031012,Glenside - Beaumont
5064,5064,401071024,Unley - Parkside
5064,5064,403031069,Mitcham (SA)
5065,5065,401031013,Toorak Gardens
5066,5066,401031011,Burnside - Wattle Park
5066,5066,401031012,Glenside - Beaumont
5066,5066,401031013,Toorak Gardens
5067,5067,401031011,Burnside - Wattle Park
5067,5067,401031013,Toorak Gardens
5067,5067,401051017,Norwood (SA)
5068,5068,401031011,Burnside - Wattle Park
5068,5068,401031013,Toorak Gardens
5068,5068,401051017,Norwood (SA)
5068,5068,401051018,Payneham - Felixstow
5069,5069,401051019,St Peters - Marden
5070,5070,401051018,Payneham - Felixstow
5070,5070,401051019,St Peters - Marden
5070,5070,402031038,Windsor Gardens
5072,5072,401021010,Uraidla - Summertown
5072,5072,401031011,Burnside - Wattle Park
5072,5072,401041016,Rostrevor - Magill
5073,5073,401041016,Rostrevor - Magill
5074,5074,401041015,Paradise - Newton
5074,5074,402031038,Windsor Gardens
5075,5075,401041014,Athelstone
5075,5075,401041015,Paradise - Newton
5075,5075,402051051,Highbury - Dernancourt
5076,5076,401021010,Uraidla - Summertown
5076,5076,401041014,Athelstone
5081,5081,401061020,Nailsworth - Broadview
5081,5081,401061022,Walkerville
5082,5082,401061021,Prospect
5082,5082,404011093,Hindmarsh - Brompton
5083,5083,401061020,Nailsworth - Broadview
5083,5083,402031036,Enfield - Blair Athol
5084,5084,402031036,Enfield - Blair Athol
5085,5085,402031036,Enfield - Blair Athol
5085,5085,402031037,Northgate - Oakden - Gilles Plains
5086,5086,402031037,Northgate - Oakden - Gilles Plains
5086,5086,402031038,Windsor Gardens
5087,5087,402031038,Windsor Gardens
5088,5088,402051052,Hope Valley - Modbury
5089,5089,402051051,Highbury - Dernancourt
5089,5089,402051052,Hope Valley - Modbury
5090,5090,402051052,Hope Valley - Modbury
5091,5091,402051052,Hope Valley - Modbury
5091,5091,402051054,Redwood Park
5091,5091,402051055,St Agnes - Ridgehaven
5092,5092,402051052,Hope Valley - Modbury
5092,5092,402051053,Modbury Heights
5092,5092,402051055,St Agnes - Ridgehaven
5093,5093,402031037,Northgate - Oakden - Gilles Plains
5093,5093,402041040,Ingle Farm
5094,5094,402031036,Enfield - Blair Athol
5094,5094,402041045,Pooraka
5095,5095,402041042,Parafield
5095,5095,402041045,Pooraka
5096,5096,402041041,Para Hills
5097,5097,402051052,Hope Valley - Modbury
5097,5097,402051054,Redwood Park
5097,5097,402051055,St Agnes - Ridgehaven
5098,5098,402031037,Northgate - Oakden - Gilles Plains
5098,5098,402041040,Ingle Farm
5106,5106,402041042,Parafield
5106,5106,402041046,Salisbury
5107,5107,402041043,Parafield Gardens
5107,5107,402041045,Pooraka
5108,5108,402041044,Paralowie
5108,5108,402041046,Salisbury
5108,5108,402041048,Salisbury North
5109,5109,402041046,Salisbury
5109,5109,402041047,Salisbury East
5109,5109,402051050,Greenwith
5110,5110,402021035,Virginia - Waterloo Corner
5110,5110,402041039,Dry Creek - North
5110,5110,402041044,Paralowie
5110,5110,402041045,Pooraka
5110,5110,402041048,Salisbury North
5111,5111,402021035,Virginia - Waterloo Corner
5111,5111,402041048,Salisbury North
5112,5112,402021030,Elizabeth
5112,5112,402021031,Elizabeth East
5113,5113,402021029,Davoren Park
5113,5113,402021031,Elizabeth East
5113,5113,402021034,Smithfield - Elizabeth North
5114,5114,401021003,Adelaide Hills
5114,5114,402011026,Gawler - South
5114,5114,402021028,Craigmore - Blakeview
5114,5114,402021029,Davoren Park
5114,5114,402021033,One Tree Hill
5114,5114,402021034,Smithfield - Elizabeth North
5114,5114,402051049,Golden Grove
5115,5115,402011026,Gawler - South
5115,5115,402021032,Munno Para West - Angle Vale
5115,5115,402021034,Smithfield - Elizabeth North
5116,5116,402011026,Gawler - South
5116,5116,402021032,Munno Para West - Angle Vale
5116,5116,402021033,One Tree Hill
5117,5117,402021032,Munno Para West - Angle Vale
5118,5118,402011025,Gawler - North
5118,5118,402011026,Gawler - South
5118,5118,402021033,One Tree Hill
5120,5120,402021035,Virginia - Waterloo Corner
5121,5121,402021029,Davoren Park
5121,5121,402021032,Munno Para West - Angle Vale
5121,5121,402021035,Virginia - Waterloo Corner
5125,5125,402051049,Golden Grove
5125,5125,402051050,Greenwith
5125,5125,402051053,Modbury Heights
5126,5126,402051053,Modbury Heights
5126,5126,402051054,Redwood Park
5127,5127,402051053,Modbury Heights
5131,5131,401021003,Adelaide Hills
5131,5131,402051049,Golden Grove
5131,5131,402051054,Redwood Park
5131,5131,402051055,St Agnes - Ridgehaven
5132,5132,401021003,Adelaide Hills
5133,5133,401021003,Adelaide Hills
5134,5134,401021010,Uraidla - Summertown
5136,5136,401021010,Uraidla - Summertown
5137,5137,401021010,Uraidla - Summertown
5138,5138,401021010,Uraidla - Summertown
5139,5139,401021006,Lobethal - Woodside
5139,5139,401021010,Uraidla - Summertown
5140,5140,401021010,Uraidla - Summertown
5141,5141,401021010,Uraidla - Summertown
5142,5142,401021010,Uraidla - Summertown
5144,5144,401021010,Uraidla - Summertown
5150,5150,401031012,Glenside - Beaumont
5150,5150,403031065,Belair
5151,5151,401021004,Aldgate - Stirling
5152,5152,401021004,Aldgate - Stirling
5152,5152,401021010,Uraidla - Summertown
5152,5152,401031012,Glenside - Beaumont
5152,5152,403031065,Belair
5153,5153,401021004,Aldgate - Stirling
5153,5153,401021005,Hahndorf - Echunga
5153,5153,401021008,Mount Barker Region
5153,5153,403041075,Clarendon
5153,5153,407011146,Strathalbyn
5154,5154,401021004,Aldgate - Stirling
5155,5155,401021004,Aldgate - Stirling
5155,5155,401021005,Hahndorf - Echunga
5156,5156,401021004,Aldgate - Stirling
5156,5156,403031067,Blackwood
5157,5157,401021005,Hahndorf - Echunga
5157,5157,401021008,Mount Barker Region
5157,5157,403041075,Clarendon
5157,5157,403041076,Coromandel Valley
5157,5157,407011147,Strathalbyn Region
5158,5158,403021059,Hallett Cove
5158,5158,403021063,Sheidow Park - Trott Park
5158,5158,403041077,Flagstaff Hill
5158,5158,403041080,Happy Valley
5159,5159,403021063,Sheidow Park - Trott Park
5159,5159,403041071,Aberfoyle Park
5159,5159,403041076,Coromandel Valley
5159,5159,403041077,Flagstaff Hill
5159,5159,403041080,Happy Valley
5160,5160,403041082,Lonsdale
5161,5161,403041086,Reynella
5162,5162,403041073,Christie Downs
5162,5162,403041084,Morphett Vale - East
5162,5162,403041085,Morphett Vale - West
5162,5162,403041089,Woodcroft
5163,5163,403041073,Christie Downs
5163,5163,403041075,Clarendon
5163,5163,403041078,Hackham - Onkaparinga Hills
5163,5163,403041079,Hackham West - Huntfield Heights
5163,5163,403041089,Woodcroft
5164,5164,403041073,Christie Downs
5164,5164,403041074,Christies Beach
5165,5165,403041074,Christies Beach
5166,5166,403041074,Christies Beach
5167,5167,403041074,Christies Beach
5167,5167,403041087,Seaford (SA)
5168,5168,403041073,Christie Downs
5168,5168,403041074,Christies Beach
5168,5168,403041083,McLaren Vale
5168,5168,403041087,Seaford (SA)
5169,5169,403041083,McLaren Vale
5169,5169,403041087,Seaford (SA)
5170,5170,403041087,Seaford (SA)
5171,5171,403041083,McLaren Vale
5172,5172,401021008,Mount Barker Region
5172,5172,403041075,Clarendon
5172,5172,403041088,Willunga
5172,5172,407011147,Strathalbyn Region
5172,5172,407011149,Yankalilla
5173,5173,403041072,Aldinga
5174,5174,403041072,Aldinga
5174,5174,403041088,Willunga
5174,5174,407011149,Yankalilla
5201,5201,401021008,Mount Barker Region
5201,5201,407011146,Strathalbyn
5201,5201,407011147,Strathalbyn Region
5202,5202,407011149,Yankalilla
5203,5203,407011149,Yankalilla
5204,5204,407011149,Yankalilla
5210,5210,407011147,Strathalbyn Region
5211,5211,407011147,Strathalbyn Region
5211,5211,407011148,Victor Harbor
5211,5211,407011149,Yankalilla
5212,5212,407011144,Goolwa - Port Elliot
5213,5213,407011144,Goolwa - Port Elliot
5214,5214,407011144,Goolwa - Port Elliot
5214,5214,407011147,Strathalbyn Region
5220,5220,407011145,Kangaroo Island
5221,5221,407011145,Kangaroo Island
5222,5222,407011145,Kangaroo Island
5223,5223,407011145,Kangaroo Island
5231,5231,401021003,Adelaide Hills
5232,5232,401021003,Adelaide Hills
5233,5233,401021003,Adelaide Hills
5234,5234,401021003,Adelaide Hills
5234,5234,407031164,Mannum
5235,5235,401021003,Adelaide Hills
5235,5235,405011110,Barossa - Angaston
5235,5235,407031164,Mannum
5236,5236,407031164,Mannum
5237,5237,407031164,Mannum
5238,5238,407031164,Mannum
5238,5238,407031166,Murray Bridge Region
5240,5240,401021006,Lobethal - Woodside
5241,5241,401021006,Lobethal - Woodside
5242,5242,401021006,Lobethal - Woodside
5243,5243,401021006,Lobethal - Woodside
5243,5243,401021008,Mount Barker Region
5244,5244,401021003,Adelaide Hills
5244,5244,401021006,Lobethal - Woodside
5244,5244,401021008,Mount Barker Region
5244,5244,407031164,Mannum
5245,5245,401021004,Aldgate - Stirling
5245,5245,401021005,Hahndorf - Echunga
5245,5245,401021006,Lobethal - Woodside
5250,5250,401021006,Lobethal - Woodside
5250,5250,401021007,Mount Barker
5251,5251,401021007,Mount Barker
5251,5251,401021008,Mount Barker Region
5252,5252,401021006,Lobethal - Woodside
5252,5252,401021008,Mount Barker Region
5252,5252,401021009,Nairne
5252,5252,407031166,Murray Bridge Region
5253,5253,407031165,Murray Bridge
5253,5253,407031166,Murray Bridge Region
5254,5254,401021008,Mount Barker Region
5254,5254,407031164,Mannum
5254,5254,407031166,Murray Bridge Region
5255,5255,407011146,Strathalbyn
5255,5255,407011147,Strathalbyn Region
5255,5255,407031166,Murray Bridge Region
5256,5256,407011147,Strathalbyn Region
5259,5259,407031166,Murray Bridge Region
5259,5259,407031169,The Coorong
5260,5260,407031166,Murray Bridge Region
5260,5260,407031169,The Coorong
5261,5261,407031169,The Coorong
5262,5262,407021155,Naracoorte Region
5263,5263,407021156,Penola
5264,5264,407021151,Kingston - Robe
5264,5264,407031169,The Coorong
5265,5265,407031169,The Coorong
5266,5266,407021157,Tatiara
5266,5266,407031169,The Coorong
5267,5267,407021157,Tatiara
5267,5267,407031169,The Coorong
5268,5268,407021155,Naracoorte Region
5268,5268,407021157,Tatiara
5269,5269,407021157,Tatiara
5270,5270,407021157,Tatiara
5271,5271,407021151,Kingston - Robe
5271,5271,407021154,Naracoorte
5271,5271,407021155,Naracoorte Region
5271,5271,407021156,Penola
5271,5271,407021157,Tatiara
5272,5272,407021151,Kingston - Robe
5272,5272,407021155,Naracoorte Region
5273,5273,407021151,Kingston - Robe
5273,5273,407021155,Naracoorte Region
5275,5275,407021151,Kingston - Robe
5276,5276,407021151,Kingston - Robe
5276,5276,407021158,Wattle Range
5277,5277,407021150,Grant
5277,5277,407021156,Penola
5278,5278,407021150,Grant
5278,5278,407021156,Penola
5279,5279,407021156,Penola
5279,5279,407021158,Wattle Range
5280,5280,407021150,Grant
5280,5280,407021151,Kingston - Robe
5280,5280,407021152,Millicent
5280,5280,407021158,Wattle Range
5290,5290,407021153,Mount Gambier
5291,5291,407021150,Grant
5291,5291,407021153,Mount Gambier
5291,5291,407021158,Wattle Range
5301,5301,407031161,Karoonda - Lameroo
5301,5301,407031169,The Coorong
5302,5302,407021157,Tatiara
5302,5302,407031161,Karoonda - Lameroo
5303,5303,407031161,Karoonda - Lameroo
5304,5304,407031161,Karoonda - Lameroo
5304,5304,407031163,Loxton Region
5306,5306,407031161,Karoonda - Lameroo
5307,5307,407031161,Karoonda - Lameroo
5308,5308,407031161,Karoonda - Lameroo
5308,5308,407031170,Waikerie
5309,5309,407031161,Karoonda - Lameroo
5310,5310,407031161,Karoonda - Lameroo
5310,5310,407031163,Loxton Region
5311,5311,407031163,Loxton Region
5320,5320,405021118,Goyder
5320,5320,407031170,Waikerie
5321,5321,407031170,Waikerie
5322,5322,407031170,Waikerie
5330,5330,407031159,Barmera
5330,5330,407031163,Loxton Region
5330,5330,407031170,Waikerie
5331,5331,407031163,Loxton Region
5332,5332,407031159,Barmera
5332,5332,407031163,Loxton Region
5333,5333,407031162,Loxton
5333,5333,407031163,Loxton Region
5340,5340,406021141,Outback
5340,5340,407031168,Renmark Region
5341,5341,407031167,Renmark
5341,5341,407031168,Renmark Region
5342,5342,407031159,Barmera
5343,5343,407031159,Barmera
5343,5343,407031160,Berri
5343,5343,407031162,Loxton
5343,5343,407031168,Renmark Region
5344,5344,407031159,Barmera
5345,5345,407031159,Barmera
5346,5346,407031159,Barmera
5350,5350,405011111,Light
5350,5350,405011112,Lyndoch
5351,5351,405011110,Barossa - Angaston
5351,5351,405011111,Light
5351,5351,405011112,Lyndoch
5352,5352,405011110,Barossa - Angaston
5352,5352,405011111,Light
5352,5352,405011112,Lyndoch
5352,5352,405011115,Tanunda
5353,5353,405011110,Barossa - Angaston
5353,5353,405011114,Nuriootpa
5353,5353,407031164,Mannum
5354,5354,407031161,Karoonda - Lameroo
5354,5354,407031164,Mannum
5354,5354,407031170,Waikerie
5355,5355,405011110,Barossa - Angaston
5355,5355,405011111,Light
5355,5355,405011114,Nuriootpa
5356,5356,405011110,Barossa - Angaston
5356,5356,405011111,Light
5356,5356,405021118,Goyder
5356,5356,407031170,Waikerie
5357,5357,407031163,Loxton Region
5357,5357,407031170,Waikerie
5360,5360,405011111,Light
5371,5371,402011025,Gawler - North
5371,5371,405011111,Light
5372,5372,402011025,Gawler - North
5372,5372,405011111,Light
5373,5373,405011111,Light
5374,5374,405011111,Light
5374,5374,405021118,Goyder
5374,5374,407031170,Waikerie
5381,5381,405021118,Goyder
5400,5400,402011025,Gawler - North
5400,5400,405011111,Light
5401,5401,405011111,Light
5401,5401,405021119,Wakefield - Barunga West
5410,5410,405011111,Light
5410,5410,405021117,Gilbert Valley
5411,5411,405021117,Gilbert Valley
5412,5412,405021117,Gilbert Valley
5413,5413,405021117,Gilbert Valley
5413,5413,405021118,Goyder
5414,5414,405021117,Gilbert Valley
5415,5415,405021117,Gilbert Valley
5416,5416,405021118,Goyder
5417,5417,405021118,Goyder
5418,5418,405021118,Goyder
5419,5419,405021118,Goyder
5420,5420,405021118,Goyder
5420,5420,405031120,Jamestown
5421,5421,405021118,Goyder
5422,5422,405031120,Jamestown
5422,5422,405031121,Peterborough - Mount Remarkable
5431,5431,405031120,Jamestown
5431,5431,405031121,Peterborough - Mount Remarkable
5432,5432,405031121,Peterborough - Mount Remarkable
5432,5432,406021140,Flinders Ranges
5433,5433,405031121,Peterborough - Mount Remarkable
5433,5433,406021140,Flinders Ranges
5434,5434,406021140,Flinders Ranges
5440,5440,405031121,Peterborough - Mount Remarkable
5440,5440,406021141,Outback
5440,5440,407031168,Renmark Region
5451,5451,405021117,Gilbert Valley
5452,5452,405021117,Gilbert Valley
5453,5453,405021116,Clare
5453,5453,405021117,Gilbert Valley
5453,5453,405021119,Wakefield - Barunga West
5454,5454,405031120,Jamestown
5455,5455,405021117,Gilbert Valley
5460,5460,405011113,Mallala
5460,5460,405021119,Wakefield - Barunga West
5461,5461,405021119,Wakefield - Barunga West
5462,5462,405021119,Wakefield - Barunga West
5464,5464,405021117,Gilbert Valley
5464,5464,405021119,Wakefield - Barunga West
5464,5464,405031123,Port Pirie Region
5470,5470,405031120,Jamestown
5471,5471,405031120,Jamestown
5472,5472,405031120,Jamestown
5473,5473,405031120,Jamestown
5480,5480,405031120,Jamestown
5480,5480,405031121,Peterborough - Mount Remarkable
5481,5481,405031121,Peterborough - Mount Remarkable
5482,5482,405031121,Peterborough - Mount Remarkable
5483,5483,405031121,Peterborough - Mount Remarkable
5485,5485,405031121,Peterborough - Mount Remarkable
5490,5490,405031120,Jamestown
5491,5491,405031120,Jamestown
5493,5493,405031121,Peterborough - Mount Remarkable
5495,5495,405031121,Peterborough - Mount Remarkable
5501,5501,402011027,Lewiston - Two Wells
5501,5501,402021035,Virginia - Waterloo Corner
5501,5501,405011113,Mallala
5501,5501,405021119,Wakefield - Barunga West
5502,5502,405011111,Light
5502,5502,405011113,Mallala
5502,5502,405021119,Wakefield - Barunga West
5510,5510,405021119,Wakefield - Barunga West
5520,5520,405021119,Wakefield - Barunga West
5521,5521,405031123,Port Pirie Region
5522,5522,405021119,Wakefield - Barunga West
5522,5522,405031123,Port Pirie Region
5523,5523,405021119,Wakefield - Barunga West
5523,5523,405031120,Jamestown
5523,5523,405031123,Port Pirie Region
5540,5540,405031121,Peterborough - Mount Remarkable
5540,5540,405031122,Port Pirie
5540,5540,405031123,Port Pirie Region
5550,5550,405021119,Wakefield - Barunga West
5552,5552,405041124,Kadina
5552,5552,405041127,Yorke Peninsula - North
5554,5554,405021119,Wakefield - Barunga West
5554,5554,405041124,Kadina
5554,5554,405041125,Moonta
5555,5555,405021119,Wakefield - Barunga West
5555,5555,405031123,Port Pirie Region
5555,5555,405041127,Yorke Peninsula - North
5556,5556,405041125,Moonta
5556,5556,405041126,Wallaroo
5558,5558,405041125,Moonta
5558,5558,405041127,Yorke Peninsula - North
5560,5560,405021119,Wakefield - Barunga West
5570,5570,405041127,Yorke Peninsula - North
5571,5571,405041127,Yorke Peninsula - North
5572,5572,405041127,Yorke Peninsula - North
5573,5573,405041127,Yorke Peninsula - North
5575,5575,405041127,Yorke Peninsula - North
5575,5575,405041128,Yorke Peninsula - South
5576,5576,405041128,Yorke Peninsula - South
5577,5577,405041128,Yorke Peninsula - South
5580,5580,405041127,Yorke Peninsula - North
5581,5581,405041127,Yorke Peninsula - North
5582,5582,405041127,Yorke Peninsula - North
5582,5582,405041128,Yorke Peninsula - South
5583,5583,405041128,Yorke Peninsula - South
5600,5600,406011131,Kimba - Cleve - Franklin Harbour
5600,5600,406011136,Whyalla
5600,5600,406021140,Flinders Ranges
5601,5601,406011131,Kimba - Cleve - Franklin Harbour
5601,5601,406021140,Flinders Ranges
5602,5602,406011131,Kimba - Cleve - Franklin Harbour
5603,5603,406011131,Kimba - Cleve - Franklin Harbour
5604,5604,406011130,Eyre Peninsula
5605,5605,406011130,Eyre Peninsula
5606,5606,406011133,Port Lincoln
5607,5607,406011130,Eyre Peninsula
5607,5607,406011132,Le Hunte - Elliston
5607,5607,406011133,Port Lincoln
5608,5608,406011136,Whyalla
5609,5609,406011136,Whyalla
5630,5630,406011130,Eyre Peninsula
5631,5631,406011130,Eyre Peninsula
5632,5632,406011130,Eyre Peninsula
5633,5633,406011131,Kimba - Cleve - Franklin Harbour
5633,5633,406011132,Le Hunte - Elliston
5640,5640,406011131,Kimba - Cleve - Franklin Harbour
5641,5641,406011131,Kimba - Cleve - Franklin Harbour
5642,5642,406011131,Kimba - Cleve - Franklin Harbour
5650,5650,406011131,Kimba - Cleve - Franklin Harbour
5650,5650,406011132,Le Hunte - Elliston
5651,5651,406011132,Le Hunte - Elliston
5652,5652,406011132,Le Hunte - Elliston
5653,5653,406011132,Le Hunte - Elliston
5654,5654,406011132,Le Hunte - Elliston
5654,5654,406011134,West Coast (SA)
5655,5655,406011132,Le Hunte - Elliston
5655,5655,406011134,West Coast (SA)
5660,5660,406011134,West Coast (SA)
5661,5661,406011134,West Coast (SA)
5670,5670,406011132,Le Hunte - Elliston
5671,5671,406011132,Le Hunte - Elliston
5671,5671,406011134,West Coast (SA)
5680,5680,406011134,West Coast (SA)
5690,5690,406011129,Ceduna
5690,5690,406011134,West Coast (SA)
5690,5690,406011135,Western
5700,5700,406021140,Flinders Ranges
5700,5700,406021142,Port Augusta
5710,5710,405031121,Peterborough - Mount Remarkable
5710,5710,406011131,Kimba - Cleve - Franklin Harbour
5710,5710,406011134,West Coast (SA)
5710,5710,406011135,Western
5710,5710,406021140,Flinders Ranges
5710,5710,406021141,Outback
5710,5710,406021142,Port Augusta
5720,5720,406021141,Outback
5722,5722,406021141,Outback
5723,5723,406021139,Coober Pedy
5724,5724,406021138,APY Lands
5724,5724,406021141,Outback
5725,5725,406021143,Roxby Downs
5730,5730,406021141,Outback
5731,5731,406021141,Outback
5732,5732,406021141,Outback
5733,5733,406021141,Outback
5734,5734,406021141,Outback
5950,5950,404031104,Adelaide Airport
6000,6000,503021037,Kings Park (WA)
6000,6000,503021041,Perth City
6003,6003,503021041,Perth City
6004,6004,503021041,Perth City
6005,6005,503021037,Kings Park (WA)
6005,6005,503021038,Mount Hawthorn - Leederville
6005,6005,503021041,Perth City
6005,6005,503021042,Subiaco - Shenton Park
6006,6006,503021038,Mount Hawthorn - Leederville
6006,6006,503021040,North Perth
6007,6007,503021038,Mount Hawthorn - Leederville
6007,6007,503021043,Wembley - West Leederville - Glendalough
6008,6008,503021042,Subiaco - Shenton Park
6008,6008,503021043,Wembley - West Leederville - Glendalough
6009,6009,503011035,Nedlands - Dalkeith - Crawley
6010,6010,503011031,Claremont (WA)
6010,6010,503011036,Swanbourne - Mount Claremont
6011,6011,503011032,Cottesloe
6011,6011,503011034,Mosman Park - Peppermint Grove
6012,6012,503011034,Mosman Park - Peppermint Grove
6014,6014,503011033,Floreat
6014,6014,503021042,Subiaco - Shenton Park
6014,6014,503021043,Wembley - West Leederville - Glendalough
6014,6014,505021096,Wembley Downs - Churchlands - Woodlands
6015,6015,503011030,City Beach
6015,6015,503011033,Floreat
6015,6015,505021092,Scarborough
6016,6016,503021038,Mount Hawthorn - Leederville
6016,6016,503021043,Wembley - West Leederville - Glendalough
6017,6017,505021084,Balcatta - Hamersley
6017,6017,505021087,Herdsman
6017,6017,505021091,Osborne Park Industrial
6017,6017,505021093,Stirling - Osborne Park
6017,6017,505021095,Tuart Hill - Joondanna
6017,6017,505021096,Wembley Downs - Churchlands - Woodlands
6018,6018,505021088,Innaloo - Doubleview
6018,6018,505021089,Karrinyup - Gwelup - Carine
6018,6018,505021092,Scarborough
6018,6018,505021094,Trigg - North Beach - Watermans Bay
6018,6018,505021096,Wembley Downs - Churchlands - Woodlands
6019,6019,503011030,City Beach
6019,6019,503011033,Floreat
6019,6019,505021092,Scarborough
6019,6019,505021094,Trigg - North Beach - Watermans Bay
6019,6019,505021096,Wembley Downs - Churchlands - Woodlands
6020,6020,505011072,Duncraig
6020,6020,505011082,Sorrento - Marmion
6020,6020,505021089,Karrinyup - Gwelup - Carine
6020,6020,505021094,Trigg - North Beach - Watermans Bay
6021,6021,505021084,Balcatta - Hamersley
6021,6021,505021089,Karrinyup - Gwelup - Carine
6021,6021,505021090,Nollamara - Westminster
6021,6021,505021093,Stirling - Osborne Park
6021,6021,505021095,Tuart Hill - Joondanna
6022,6022,505021084,Balcatta - Hamersley
6022,6022,505021085,Balga - Mirrabooka
6023,6023,505011072,Duncraig
6024,6024,505011073,Greenwood - Warwick
6025,6025,505011070,Craigie - Beldon
6025,6025,505011075,Hillarys
6025,6025,505011079,Mullaloo - Kallaroo
6025,6025,505011081,Padbury
6026,6026,505011077,Joondalup - Edgewater
6026,6026,505011078,Kingsley
6026,6026,505011083,Woodvale
6027,6027,505011070,Craigie - Beldon
6027,6027,505011074,Heathridge - Connolly
6027,6027,505011077,Joondalup - Edgewater
6027,6027,505011079,Mullaloo - Kallaroo
6027,6027,505011080,Ocean Reef
6027,6027,505011083,Woodvale
6028,6028,505011071,Currambine - Kinross
6028,6028,505011076,Iluka - Burns Beach
6029,6029,505021092,Scarborough
6029,6029,505021094,Trigg - North Beach - Watermans Bay
6030,6030,505031099,Butler - Merriwa - Ridgewood
6030,6030,505031101,Clarkson
6030,6030,505031105,Mindarie - Quinns Rocks - Jindalee
6031,6031,505031100,Carramar
6032,6032,505031099,Butler - Merriwa - Ridgewood
6032,6032,505031109,Yanchep
6033,6033,505031109,Yanchep
6034,6034,505031109,Yanchep
6035,6035,505031109,Yanchep
6036,6036,505031099,Butler - Merriwa - Ridgewood
6036,6036,505031105,Mindarie - Quinns Rocks - Jindalee
6037,6037,505031109,Yanchep
6038,6038,505031109,Yanchep
6041,6041,509021239,Gingin - Dandaragan
6042,6042,509021239,Gingin - Dandaragan
6043,6043,509021239,Gingin - Dandaragan
6044,6044,509021239,Gingin - Dandaragan
6050,6050,503021039,Mount Lawley - Inglewood
6050,6050,503021040,North Perth
6050,6050,503021041,Perth City
6050,6050,504011046,Maylands
6050,6050,505021097,Yokine - Coolbinia - Menora
6051,6051,503021039,Mount Lawley - Inglewood
6051,6051,504011046,Maylands
6052,6052,503021039,Mount Lawley - Inglewood
6052,6052,504011045,Bayswater - Embleton - Bedford
6052,6052,504011047,Morley
6052,6052,505021086,Dianella
6053,6053,504011045,Bayswater - Embleton - Bedford
6053,6053,504011046,Maylands
6053,6053,504011047,Morley
6054,6054,504011044,Bassendean - Eden Hill - Ashfield
6054,6054,504011045,Bayswater - Embleton - Bedford
6054,6054,504011047,Morley
6054,6054,504031062,Lockridge - Kiara
6055,6055,504021051,Helena Valley - Koongamia
6055,6055,504031057,Beechboro
6055,6055,504031059,Ellenbrook
6055,6055,504031061,Hazelmere - South Guildford
6055,6055,504031062,Lockridge - Kiara
6055,6055,504031066,Midland - Guildford
6056,6056,504021051,Helena Valley - Koongamia
6056,6056,504021054,Swan View - Greenmount - Midvale
6056,6056,504031065,Middle Swan - Herne Hill
6056,6056,504031066,Midland - Guildford
6056,6056,504031067,Stratton - Jane Brook
6056,6056,504031068,The Vines
6057,6057,506051139,High Wycombe
6057,6057,506051140,Kalamunda - Maida Vale - Gooseberry Hill
6058,6058,506051138,Forrestfield - Wattle Grove
6059,6059,504011047,Morley
6059,6059,505021086,Dianella
6059,6059,505021090,Nollamara - Westminster
6059,6059,505021097,Yokine - Coolbinia - Menora
6060,6060,505021095,Tuart Hill - Joondanna
6060,6060,505021097,Yokine - Coolbinia - Menora
6061,6061,505021085,Balga - Mirrabooka
6061,6061,505021086,Dianella
6061,6061,505021090,Nollamara - Westminster
6061,6061,505031098,Alexander Heights - Koondoola
6061,6061,505031102,Girrawheen
6062,6062,504011045,Bayswater - Embleton - Bedford
6062,6062,504011047,Morley
6062,6062,504011048,Noranda
6062,6062,505021086,Dianella
6063,6063,504031057,Beechboro
6063,6063,504031062,Lockridge - Kiara
6064,6064,504031056,Ballajura
6064,6064,505011073,Greenwood - Warwick
6064,6064,505031098,Alexander Heights - Koondoola
6064,6064,505031102,Girrawheen
6064,6064,505031104,Marangaroo
6065,6065,505011078,Kingsley
6065,6065,505031100,Carramar
6065,6065,505031103,Madeley - Darch - Landsdale
6065,6065,505031107,Tapping - Ashby - Sinagra
6065,6065,505031108,Wanneroo
6066,6066,504031056,Ballajura
6067,6067,504031056,Ballajura
6068,6068,504031056,Ballajura
6068,6068,504031057,Beechboro
6068,6068,504031059,Ellenbrook
6069,6069,504031059,Ellenbrook
6069,6069,504031068,The Vines
6070,6070,504021050,Glen Forrest - Darlington
